Date,Close,Symbol
02/03/2015 16:00:00,84,BABA
03/03/2015 16:00:00,81.58,BABA
04/03/2015 16:00:00,85.49,BABA
05/03/2015 16:00:00,86.1,BABA
06/03/2015 16:00:00,84.4,BABA
09/03/2015 16:00:00,82.53,BABA
10/03/2015 16:00:00,82.97,BABA
11/03/2015 16:00:00,81.99,BABA
12/03/2015 16:00:00,81.92,BABA
13/03/2015 16:00:00,81.86,BABA
16/03/2015 16:00:00,84,BABA
17/03/2015 16:00:00,84.5,BABA
18/03/2015 16:00:00,84.59,BABA
19/03/2015 16:00:00,85.74,BABA
20/03/2015 16:00:00,85.2,BABA
23/03/2015 16:00:00,84.25,BABA
24/03/2015 16:00:00,83.63,BABA
25/03/2015 16:00:00,83.75,BABA
26/03/2015 16:00:00,84.17,BABA
27/03/2015 16:00:00,84.58,BABA
30/03/2015 16:00:00,83.9,BABA
31/03/2015 16:00:00,83.24,BABA
01/04/2015 16:00:00,82.36,BABA
02/04/2015 16:00:00,82.28,BABA
06/04/2015 16:00:00,81.82,BABA
07/04/2015 16:00:00,82.21,BABA
08/04/2015 16:00:00,85.39,BABA
09/04/2015 16:00:00,86.14,BABA
10/04/2015 16:00:00,84.58,BABA
13/04/2015 16:00:00,84.28,BABA
14/04/2015 16:00:00,85,BABA
15/04/2015 16:00:00,84.67,BABA
16/04/2015 16:00:00,84.06,BABA
17/04/2015 16:00:00,81.9,BABA
20/04/2015 16:00:00,82.2,BABA
21/04/2015 16:00:00,82.42,BABA
22/04/2015 16:00:00,82.05,BABA
23/04/2015 16:00:00,82.28,BABA
24/04/2015 16:00:00,84.57,BABA
27/04/2015 16:00:00,84.9,BABA
28/04/2015 16:00:00,85.08,BABA
29/04/2015 16:00:00,82.45,BABA
30/04/2015 16:00:00,81.29,BABA
01/05/2015 16:00:00,81.17,BABA
04/05/2015 16:00:00,80.59,BABA
05/05/2015 16:00:00,79.54,BABA
06/05/2015 16:00:00,80,BABA
07/05/2015 16:00:00,86,BABA
08/05/2015 16:00:00,87.06,BABA
11/05/2015 16:00:00,86.72,BABA
12/05/2015 16:00:00,86.77,BABA
13/05/2015 16:00:00,87.53,BABA
14/05/2015 16:00:00,88.4,BABA
15/05/2015 16:00:00,88.46,BABA
18/05/2015 16:00:00,87.11,BABA
19/05/2015 16:00:00,88.21,BABA
20/05/2015 16:00:00,90.7,BABA
21/05/2015 16:00:00,93.88,BABA
22/05/2015 16:00:00,93.27,BABA
26/05/2015 16:00:00,92.52,BABA
27/05/2015 16:00:00,92.6,BABA
28/05/2015 16:00:00,90.95,BABA
29/05/2015 16:00:00,89.32,BABA
01/06/2015 16:00:00,90.78,BABA
02/06/2015 16:00:00,90.51,BABA
03/06/2015 16:00:00,90.79,BABA
04/06/2015 16:00:00,90.59,BABA
05/06/2015 16:00:00,90.71,BABA
08/06/2015 16:00:00,88.29,BABA
09/06/2015 16:00:00,87.58,BABA
10/06/2015 16:00:00,88.9,BABA
11/06/2015 16:00:00,87.21,BABA
12/06/2015 16:00:00,86.63,BABA
15/06/2015 16:00:00,86.12,BABA
16/06/2015 16:00:00,86.09,BABA
17/06/2015 16:00:00,86.8,BABA
18/06/2015 16:00:00,86.75,BABA
19/06/2015 16:00:00,85.74,BABA
22/06/2015 16:00:00,85.68,BABA
23/06/2015 16:00:00,85.08,BABA
24/06/2015 16:00:00,85.17,BABA
25/06/2015 16:00:00,85.24,BABA
26/06/2015 16:00:00,83.28,BABA
29/06/2015 16:00:00,81.07,BABA
30/06/2015 16:00:00,82.27,BABA
01/07/2015 16:00:00,82.46,BABA
02/07/2015 16:00:00,82.07,BABA
06/07/2015 16:00:00,80.23,BABA
07/07/2015 16:00:00,79.62,BABA
08/07/2015 16:00:00,77.94,BABA
09/07/2015 16:00:00,79.04,BABA
10/07/2015 16:00:00,80.3,BABA
13/07/2015 16:00:00,81.86,BABA
14/07/2015 16:00:00,81.5,BABA
15/07/2015 16:00:00,80.73,BABA
16/07/2015 16:00:00,81.53,BABA
17/07/2015 16:00:00,83.36,BABA
20/07/2015 16:00:00,82.67,BABA
21/07/2015 16:00:00,82.54,BABA
22/07/2015 16:00:00,84.15,BABA
23/07/2015 16:00:00,83.88,BABA
24/07/2015 16:00:00,83.02,BABA
27/07/2015 16:00:00,81.4,BABA
28/07/2015 16:00:00,80.56,BABA
