Date,Close,Symbol
02/03/2015 16:00:00,68.61,NFLX
03/03/2015 16:00:00,67.82,NFLX
04/03/2015 16:00:00,67.11,NFLX
05/03/2015 16:00:00,66.81,NFLX
06/03/2015 16:00:00,64.87,NFLX
09/03/2015 16:00:00,63.66,NFLX
10/03/2015 16:00:00,62.15,NFLX
11/03/2015 16:00:00,62.88,NFLX
12/03/2015 16:00:00,64.05,NFLX
13/03/2015 16:00:00,62.63,NFLX
16/03/2015 16:00:00,60.28,NFLX
17/03/2015 16:00:00,59.79,NFLX
18/03/2015 16:00:00,60.45,NFLX
19/03/2015 16:00:00,60.74,NFLX
20/03/2015 16:00:00,61.19,NFLX
23/03/2015 16:00:00,60.71,NFLX
24/03/2015 16:00:00,62.61,NFLX
25/03/2015 16:00:00,60.25,NFLX
26/03/2015 16:00:00,59.75,NFLX
27/03/2015 16:00:00,59.25,NFLX
30/03/2015 16:00:00,60.37,NFLX
31/03/2015 16:00:00,59.53,NFLX
01/04/2015 16:00:00,59.02,NFLX
02/04/2015 16:00:00,59.15,NFLX
06/04/2015 16:00:00,60.33,NFLX
07/04/2015 16:00:00,60.49,NFLX
08/04/2015 16:00:00,63.05,NFLX
09/04/2015 16:00:00,62.79,NFLX
10/04/2015 16:00:00,64.94,NFLX
13/04/2015 16:00:00,67.81,NFLX
14/04/2015 16:00:00,68.39,NFLX
15/04/2015 16:00:00,67.92,NFLX
16/04/2015 16:00:00,80.29,NFLX
17/04/2015 16:00:00,81.65,NFLX
20/04/2015 16:00:00,81.06,NFLX
21/04/2015 16:00:00,80.06,NFLX
22/04/2015 16:00:00,79.67,NFLX
23/04/2015 16:00:00,79.87,NFLX
24/04/2015 16:00:00,79.77,NFLX
27/04/2015 16:00:00,80.87,NFLX
28/04/2015 16:00:00,80.44,NFLX
29/04/2015 16:00:00,80.41,NFLX
30/04/2015 16:00:00,79.5,NFLX
01/05/2015 16:00:00,79.58,NFLX
04/05/2015 16:00:00,79.27,NFLX
05/05/2015 16:00:00,80.79,NFLX
06/05/2015 16:00:00,80.08,NFLX
07/05/2015 16:00:00,80.75,NFLX
08/05/2015 16:00:00,82.09,NFLX
11/05/2015 16:00:00,84.28,NFLX
12/05/2015 16:00:00,83.38,NFLX
13/05/2015 16:00:00,82.87,NFLX
14/05/2015 16:00:00,83.84,NFLX
15/05/2015 16:00:00,87.61,NFLX
18/05/2015 16:00:00,88.27,NFLX
19/05/2015 16:00:00,88.07,NFLX
20/05/2015 16:00:00,88.79,NFLX
21/05/2015 16:00:00,89,NFLX
22/05/2015 16:00:00,88.84,NFLX
26/05/2015 16:00:00,87.99,NFLX
27/05/2015 16:00:00,89.86,NFLX
28/05/2015 16:00:00,89.51,NFLX
29/05/2015 16:00:00,89.15,NFLX
01/06/2015 16:00:00,89,NFLX
02/06/2015 16:00:00,89.13,NFLX
03/06/2015 16:00:00,88.81,NFLX
04/06/2015 16:00:00,89.35,NFLX
05/06/2015 16:00:00,90.46,NFLX
08/06/2015 16:00:00,89.6,NFLX
09/06/2015 16:00:00,92.45,NFLX
10/06/2015 16:00:00,95.87,NFLX
11/06/2015 16:00:00,95.09,NFLX
12/06/2015 16:00:00,94.42,NFLX
15/06/2015 16:00:00,93.43,NFLX
16/06/2015 16:00:00,95.27,NFLX
17/06/2015 16:00:00,94.27,NFLX
18/06/2015 16:00:00,94.74,NFLX
19/06/2015 16:00:00,93.87,NFLX
22/06/2015 16:00:00,96.41,NFLX
23/06/2015 16:00:00,97.31,NFLX
24/06/2015 16:00:00,96.94,NFLX
25/06/2015 16:00:00,94.89,NFLX
26/06/2015 16:00:00,93.09,NFLX
29/06/2015 16:00:00,92.23,NFLX
30/06/2015 16:00:00,93.85,NFLX
01/07/2015 16:00:00,93.64,NFLX
02/07/2015 16:00:00,94.04,NFLX
06/07/2015 16:00:00,94.57,NFLX
07/07/2015 16:00:00,94.09,NFLX
08/07/2015 16:00:00,93.51,NFLX
09/07/2015 16:00:00,95.73,NFLX
10/07/2015 16:00:00,97.23,NFLX
13/07/2015 16:00:00,101.09,NFLX
14/07/2015 16:00:00,100.37,NFLX
15/07/2015 16:00:00,98.13,NFLX
16/07/2015 16:00:00,115.81,NFLX
17/07/2015 16:00:00,114.77,NFLX
20/07/2015 16:00:00,110.55,NFLX
21/07/2015 16:00:00,112.51,NFLX
22/07/2015 16:00:00,111.5,NFLX
23/07/2015 16:00:00,110.1,NFLX
24/07/2015 16:00:00,109.34,NFLX
27/07/2015 16:00:00,106.43,NFLX
28/07/2015 16:00:00,106.9,NFLX
29/07/2015 16:00:00,107.08,NFLX
30/07/2015 16:00:00,111.56,NFLX
31/07/2015 16:00:00,114.31,NFLX
03/08/2015 16:00:00,112.56,NFLX
04/08/2015 16:00:00,121.15,NFLX
05/08/2015 16:00:00,123.71,NFLX
06/08/2015 16:00:00,126.45,NFLX
07/08/2015 16:00:00,123.52,NFLX
10/08/2015 16:00:00,123.03,NFLX
11/08/2015 16:00:00,122.74,NFLX
12/08/2015 16:00:00,120.51,NFLX
13/08/2015 16:00:00,123.73,NFLX
14/08/2015 16:00:00,123.39,NFLX
17/08/2015 16:00:00,125.36,NFLX
18/08/2015 16:00:00,124.05,NFLX
19/08/2015 16:00:00,122.06,NFLX
20/08/2015 16:00:00,112.49,NFLX
21/08/2015 16:00:00,103.96,NFLX
24/08/2015 16:00:00,96.88,NFLX
25/08/2015 16:00:00,101.52,NFLX
26/08/2015 16:00:00,110.13,NFLX
27/08/2015 16:00:00,117.66,NFLX
28/08/2015 16:00:00,117.63,NFLX
31/08/2015 16:00:00,115.03,NFLX
01/09/2015 16:00:00,105.79,NFLX
02/09/2015 16:00:00,105.44,NFLX
03/09/2015 16:00:00,101.06,NFLX
04/09/2015 16:00:00,98.79,NFLX
08/09/2015 16:00:00,94.95,NFLX
09/09/2015 16:00:00,99.18,NFLX
10/09/2015 16:00:00,99.48,NFLX
11/09/2015 16:00:00,97.51,NFLX
14/09/2015 16:00:00,95.69,NFLX
15/09/2015 16:00:00,99.16,NFLX
16/09/2015 16:00:00,104.08,NFLX
17/09/2015 16:00:00,104.21,NFLX
18/09/2015 16:00:00,102.62,NFLX
21/09/2015 16:00:00,100.3,NFLX
