Date,Close,Symbol
02/03/2015 16:00:00,197.33,TSLA
03/03/2015 16:00:00,199.56,TSLA
04/03/2015 16:00:00,202.44,TSLA
05/03/2015 16:00:00,200.63,TSLA
06/03/2015 16:00:00,193.88,TSLA
09/03/2015 16:00:00,190.88,TSLA
10/03/2015 16:00:00,190.32,TSLA
11/03/2015 16:00:00,193.74,TSLA
12/03/2015 16:00:00,191.07,TSLA
13/03/2015 16:00:00,188.68,TSLA
16/03/2015 16:00:00,195.7,TSLA
17/03/2015 16:00:00,194.73,TSLA
18/03/2015 16:00:00,200.71,TSLA
19/03/2015 16:00:00,195.65,TSLA
20/03/2015 16:00:00,198.08,TSLA
23/03/2015 16:00:00,199.63,TSLA
24/03/2015 16:00:00,201.72,TSLA
25/03/2015 16:00:00,194.3,TSLA
26/03/2015 16:00:00,190.41,TSLA
27/03/2015 16:00:00,185,TSLA
30/03/2015 16:00:00,190.57,TSLA
31/03/2015 16:00:00,188.77,TSLA
01/04/2015 16:00:00,187.59,TSLA
02/04/2015 16:00:00,191,TSLA
06/04/2015 16:00:00,203.1,TSLA
07/04/2015 16:00:00,203.25,TSLA
08/04/2015 16:00:00,207.67,TSLA
09/04/2015 16:00:00,210.09,TSLA
10/04/2015 16:00:00,210.9,TSLA
13/04/2015 16:00:00,209.78,TSLA
14/04/2015 16:00:00,207.46,TSLA
15/04/2015 16:00:00,207.83,TSLA
16/04/2015 16:00:00,206.7,TSLA
17/04/2015 16:00:00,206.79,TSLA
20/04/2015 16:00:00,205.27,TSLA
21/04/2015 16:00:00,209.41,TSLA
22/04/2015 16:00:00,219.44,TSLA
23/04/2015 16:00:00,218.6,TSLA
24/04/2015 16:00:00,218.43,TSLA
27/04/2015 16:00:00,231.55,TSLA
28/04/2015 16:00:00,230.48,TSLA
29/04/2015 16:00:00,232.45,TSLA
30/04/2015 16:00:00,226.05,TSLA
01/05/2015 16:00:00,226.03,TSLA
04/05/2015 16:00:00,230.51,TSLA
05/05/2015 16:00:00,232.95,TSLA
06/05/2015 16:00:00,230.43,TSLA
07/05/2015 16:00:00,236.8,TSLA
08/05/2015 16:00:00,236.61,TSLA
11/05/2015 16:00:00,239.49,TSLA
12/05/2015 16:00:00,244.74,TSLA
13/05/2015 16:00:00,243.18,TSLA
14/05/2015 16:00:00,244.1,TSLA
15/05/2015 16:00:00,248.84,TSLA
18/05/2015 16:00:00,248.75,TSLA
19/05/2015 16:00:00,247.14,TSLA
20/05/2015 16:00:00,244.35,TSLA
21/05/2015 16:00:00,245.62,TSLA
22/05/2015 16:00:00,247.73,TSLA
26/05/2015 16:00:00,247.46,TSLA
27/05/2015 16:00:00,247.43,TSLA
28/05/2015 16:00:00,251.45,TSLA
29/05/2015 16:00:00,250.8,TSLA
01/06/2015 16:00:00,249.45,TSLA
02/06/2015 16:00:00,248.35,TSLA
03/06/2015 16:00:00,248.99,TSLA
04/06/2015 16:00:00,245.92,TSLA
05/06/2015 16:00:00,249.14,TSLA
08/06/2015 16:00:00,256.29,TSLA
09/06/2015 16:00:00,256,TSLA
10/06/2015 16:00:00,250.7,TSLA
11/06/2015 16:00:00,251.41,TSLA
12/06/2015 16:00:00,250.69,TSLA
15/06/2015 16:00:00,250.38,TSLA
16/06/2015 16:00:00,253.12,TSLA
17/06/2015 16:00:00,260.41,TSLA
18/06/2015 16:00:00,261.89,TSLA
19/06/2015 16:00:00,262.51,TSLA
22/06/2015 16:00:00,259.79,TSLA
23/06/2015 16:00:00,267.67,TSLA
24/06/2015 16:00:00,265.17,TSLA
25/06/2015 16:00:00,268.79,TSLA
26/06/2015 16:00:00,267.09,TSLA
29/06/2015 16:00:00,262.02,TSLA
30/06/2015 16:00:00,268.26,TSLA
01/07/2015 16:00:00,269.15,TSLA
02/07/2015 16:00:00,280.02,TSLA
06/07/2015 16:00:00,279.72,TSLA
07/07/2015 16:00:00,267.88,TSLA
08/07/2015 16:00:00,254.96,TSLA
09/07/2015 16:00:00,257.92,TSLA
10/07/2015 16:00:00,259.15,TSLA
13/07/2015 16:00:00,262.16,TSLA
14/07/2015 16:00:00,265.65,TSLA
15/07/2015 16:00:00,263.14,TSLA
16/07/2015 16:00:00,266.68,TSLA
17/07/2015 16:00:00,274.66,TSLA
20/07/2015 16:00:00,282.26,TSLA
21/07/2015 16:00:00,266.77,TSLA
22/07/2015 16:00:00,267.87,TSLA
23/07/2015 16:00:00,267.2,TSLA
24/07/2015 16:00:00,265.41,TSLA
27/07/2015 16:00:00,253.01,TSLA
28/07/2015 16:00:00,264.82,TSLA
29/07/2015 16:00:00,263.82,TSLA
30/07/2015 16:00:00,266.79,TSLA
31/07/2015 16:00:00,266.15,TSLA
03/08/2015 16:00:00,259.99,TSLA
04/08/2015 16:00:00,266.28,TSLA
05/08/2015 16:00:00,270.13,TSLA
06/08/2015 16:00:00,246.13,TSLA
07/08/2015 16:00:00,242.51,TSLA
10/08/2015 16:00:00,241.14,TSLA
11/08/2015 16:00:00,237.37,TSLA
12/08/2015 16:00:00,238.17,TSLA
13/08/2015 16:00:00,242.51,TSLA
14/08/2015 16:00:00,243.15,TSLA
17/08/2015 16:00:00,254.99,TSLA
18/08/2015 16:00:00,260.72,TSLA
19/08/2015 16:00:00,255.25,TSLA
20/08/2015 16:00:00,242.18,TSLA
21/08/2015 16:00:00,230.77,TSLA
24/08/2015 16:00:00,218.87,TSLA
25/08/2015 16:00:00,220.03,TSLA
26/08/2015 16:00:00,224.84,TSLA
27/08/2015 16:00:00,242.99,TSLA
28/08/2015 16:00:00,248.48,TSLA
31/08/2015 16:00:00,249.06,TSLA
01/09/2015 16:00:00,238.63,TSLA
02/09/2015 16:00:00,247.69,TSLA
03/09/2015 16:00:00,245.57,TSLA
04/09/2015 16:00:00,241.93,TSLA
08/09/2015 16:00:00,248.17,TSLA
09/09/2015 16:00:00,248.91,TSLA
10/09/2015 16:00:00,248.48,TSLA
11/09/2015 16:00:00,250.24,TSLA
14/09/2015 16:00:00,253.19,TSLA
15/09/2015 16:00:00,253.57,TSLA
16/09/2015 16:00:00,262.25,TSLA
17/09/2015 16:00:00,262.07,TSLA
18/09/2015 16:00:00,260.62,TSLA
21/09/2015 16:00:00,264.2,TSLA
22/09/2015 16:00:00,260.94,TSLA
23/09/2015 16:00:00,261.06,TSLA
24/09/2015 16:00:00,263.12,TSLA
25/09/2015 16:00:00,256.91,TSLA
28/09/2015 16:00:00,248.43,TSLA
29/09/2015 16:00:00,246.65,TSLA
30/09/2015 16:00:00,248.4,TSLA
01/10/2015 16:00:00,239.88,TSLA
02/10/2015 16:00:00,247.57,TSLA
05/10/2015 16:00:00,246.15,TSLA
06/10/2015 16:00:00,241.46,TSLA
07/10/2015 16:00:00,231.96,TSLA
08/10/2015 16:00:00,226.72,TSLA
09/10/2015 16:00:00,220.69,TSLA
12/10/2015 16:00:00,215.58,TSLA
13/10/2015 16:00:00,219.25,TSLA
14/10/2015 16:00:00,216.88,TSLA
15/10/2015 16:00:00,221.31,TSLA
16/10/2015 16:00:00,227.01,TSLA
19/10/2015 16:00:00,228.1,TSLA
20/10/2015 16:00:00,213.03,TSLA
21/10/2015 16:00:00,210.09,TSLA
22/10/2015 16:00:00,211.72,TSLA
23/10/2015 16:00:00,209.09,TSLA
26/10/2015 16:00:00,215.26,TSLA
27/10/2015 16:00:00,210.35,TSLA
28/10/2015 16:00:00,212.96,TSLA
29/10/2015 16:00:00,211.63,TSLA
30/10/2015 16:00:00,206.93,TSLA
02/11/2015 16:00:00,213.79,TSLA
03/11/2015 16:00:00,208.35,TSLA
04/11/2015 16:00:00,231.63,TSLA
05/11/2015 16:00:00,231.77,TSLA
06/11/2015 16:00:00,232.36,TSLA
09/11/2015 16:00:00,225.33,TSLA
10/11/2015 16:00:00,216.5,TSLA
11/11/2015 16:00:00,219.08,TSLA
12/11/2015 16:00:00,212.94,TSLA
13/11/2015 16:00:00,207.19,TSLA
16/11/2015 16:00:00,214.31,TSLA
17/11/2015 16:00:00,214,TSLA
18/11/2015 16:00:00,221.07,TSLA
19/11/2015 16:00:00,221.8,TSLA
20/11/2015 16:00:00,220.01,TSLA
23/11/2015 16:00:00,217.75,TSLA
24/11/2015 16:00:00,218.25,TSLA
25/11/2015 16:00:00,229.64,TSLA
27/11/2015 16:00:00,231.61,TSLA
30/11/2015 16:00:00,230.26,TSLA
01/12/2015 16:00:00,237.19,TSLA
02/12/2015 16:00:00,231.99,TSLA
03/12/2015 16:00:00,232.71,TSLA
04/12/2015 16:00:00,230.38,TSLA
07/12/2015 16:00:00,231.13,TSLA
08/12/2015 16:00:00,226.72,TSLA
09/12/2015 16:00:00,224.52,TSLA
10/12/2015 16:00:00,227.07,TSLA
11/12/2015 16:00:00,217.02,TSLA
14/12/2015 16:00:00,218.58,TSLA
15/12/2015 16:00:00,221.09,TSLA
16/12/2015 16:00:00,234.51,TSLA
17/12/2015 16:00:00,233.39,TSLA
18/12/2015 16:00:00,230.46,TSLA
21/12/2015 16:00:00,232.56,TSLA
22/12/2015 16:00:00,229.95,TSLA
23/12/2015 16:00:00,229.7,TSLA
24/12/2015 16:00:00,230.57,TSLA
28/12/2015 16:00:00,228.95,TSLA
29/12/2015 16:00:00,237.19,TSLA
30/12/2015 16:00:00,238.09,TSLA
31/12/2015 16:00:00,240.01,TSLA
04/01/2016 16:00:00,223.41,TSLA
05/01/2016 16:00:00,223.43,TSLA
06/01/2016 16:00:00,219.04,TSLA
07/01/2016 16:00:00,215.65,TSLA
08/01/2016 16:00:00,211,TSLA
11/01/2016 16:00:00,207.85,TSLA
12/01/2016 16:00:00,209.97,TSLA
13/01/2016 16:00:00,200.31,TSLA
14/01/2016 16:00:00,206.18,TSLA
15/01/2016 16:00:00,204.99,TSLA
19/01/2016 16:00:00,204.72,TSLA
20/01/2016 16:00:00,198.7,TSLA
21/01/2016 16:00:00,199.97,TSLA
22/01/2016 16:00:00,202.55,TSLA
25/01/2016 16:00:00,196.38,TSLA
26/01/2016 16:00:00,193.56,TSLA
27/01/2016 16:00:00,188.07,TSLA
28/01/2016 16:00:00,189.7,TSLA
29/01/2016 16:00:00,191.2,TSLA
01/02/2016 16:00:00,196.94,TSLA
02/02/2016 16:00:00,182.78,TSLA
03/02/2016 16:00:00,173.48,TSLA
04/02/2016 16:00:00,175.33,TSLA
05/02/2016 16:00:00,162.6,TSLA
08/02/2016 16:00:00,147.99,TSLA
09/02/2016 16:00:00,148.25,TSLA
10/02/2016 16:00:00,143.67,TSLA
11/02/2016 16:00:00,150.47,TSLA
12/02/2016 16:00:00,151.04,TSLA
16/02/2016 16:00:00,155.17,TSLA
17/02/2016 16:00:00,168.68,TSLA
18/02/2016 16:00:00,166.77,TSLA
19/02/2016 16:00:00,166.58,TSLA
22/02/2016 16:00:00,177.74,TSLA
23/02/2016 16:00:00,177.21,TSLA
24/02/2016 16:00:00,179,TSLA
25/02/2016 16:00:00,187.43,TSLA
26/02/2016 16:00:00,190.34,TSLA
29/02/2016 16:00:00,191.93,TSLA
01/03/2016 16:00:00,186.35,TSLA
02/03/2016 16:00:00,188.34,TSLA
03/03/2016 16:00:00,195.74,TSLA
04/03/2016 16:00:00,201.04,TSLA
07/03/2016 16:00:00,205.29,TSLA
08/03/2016 16:00:00,202.6,TSLA
09/03/2016 16:00:00,208.72,TSLA
10/03/2016 16:00:00,205.18,TSLA
11/03/2016 16:00:00,207.5,TSLA
14/03/2016 16:00:00,215.15,TSLA
15/03/2016 16:00:00,218.34,TSLA
16/03/2016 16:00:00,221.93,TSLA
17/03/2016 16:00:00,226.38,TSLA
18/03/2016 16:00:00,232.74,TSLA
21/03/2016 16:00:00,238.32,TSLA
22/03/2016 16:00:00,234.24,TSLA
23/03/2016 16:00:00,222.58,TSLA
24/03/2016 16:00:00,227.75,TSLA
28/03/2016 16:00:00,230.26,TSLA
29/03/2016 16:00:00,230.13,TSLA
30/03/2016 16:00:00,226.89,TSLA
31/03/2016 16:00:00,229.77,TSLA
01/04/2016 16:00:00,237.59,TSLA
04/04/2016 16:00:00,246.99,TSLA
05/04/2016 16:00:00,255.47,TSLA
06/04/2016 16:00:00,265.42,TSLA
07/04/2016 16:00:00,257.2,TSLA
08/04/2016 16:00:00,250.07,TSLA
11/04/2016 16:00:00,249.92,TSLA
12/04/2016 16:00:00,247.82,TSLA
13/04/2016 16:00:00,254.53,TSLA
14/04/2016 16:00:00,251.86,TSLA
15/04/2016 16:00:00,254.51,TSLA
18/04/2016 16:00:00,253.88,TSLA
19/04/2016 16:00:00,247.37,TSLA
20/04/2016 16:00:00,249.97,TSLA
21/04/2016 16:00:00,248.29,TSLA
22/04/2016 16:00:00,253.75,TSLA
25/04/2016 16:00:00,251.82,TSLA
26/04/2016 16:00:00,253.74,TSLA
27/04/2016 16:00:00,251.47,TSLA
28/04/2016 16:00:00,247.71,TSLA
29/04/2016 16:00:00,240.76,TSLA
02/05/2016 16:00:00,241.8,TSLA
03/05/2016 16:00:00,232.32,TSLA
04/05/2016 16:00:00,222.56,TSLA
05/05/2016 16:00:00,211.53,TSLA
06/05/2016 16:00:00,214.93,TSLA
09/05/2016 16:00:00,208.92,TSLA
10/05/2016 16:00:00,208.69,TSLA
11/05/2016 16:00:00,208.96,TSLA
12/05/2016 16:00:00,207.28,TSLA
13/05/2016 16:00:00,207.61,TSLA
16/05/2016 16:00:00,208.29,TSLA
17/05/2016 16:00:00,204.66,TSLA
18/05/2016 16:00:00,211.17,TSLA
19/05/2016 16:00:00,215.21,TSLA
20/05/2016 16:00:00,220.28,TSLA
23/05/2016 16:00:00,216.22,TSLA
24/05/2016 16:00:00,217.91,TSLA
25/05/2016 16:00:00,219.58,TSLA
26/05/2016 16:00:00,225.12,TSLA
27/05/2016 16:00:00,223.04,TSLA
31/05/2016 16:00:00,223.23,TSLA
01/06/2016 16:00:00,219.56,TSLA
02/06/2016 16:00:00,218.96,TSLA
03/06/2016 16:00:00,218.99,TSLA
06/06/2016 16:00:00,220.68,TSLA
07/06/2016 16:00:00,232.34,TSLA
08/06/2016 16:00:00,235.52,TSLA
09/06/2016 16:00:00,229.36,TSLA
10/06/2016 16:00:00,218.79,TSLA
13/06/2016 16:00:00,217.87,TSLA
14/06/2016 16:00:00,214.96,TSLA
15/06/2016 16:00:00,217.7,TSLA
